	model	target_class	precision	recall	f1
0	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_15_pytorch	non-entailment	0.7993951612903226	0.10573333333333333	0.18676401318888367
1	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_15_pytorch	entailment	0.5212021701884637	0.9734666666666667	0.678910172958899
