	model	target_class	precision	recall	f1
0	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_18_pytorch	non-entailment	0.9198396793587175	0.1224	0.2160508354907037
1	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_18_pytorch	entailment	0.5299242965290673	0.9893333333333333	0.6901683564319598
