	model	target_class	precision	recall	f1
0	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_11_pytorch	non-entailment	0.873921698739217	0.0878	0.15956866783788695
1	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_11_pytorch	entailment	0.5197767872810866	0.9873333333333333	0.6810291311245488
