	model	target_class	precision	recall	f1
0	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_16_pytorch	non-entailment	0.9144893111638955	0.12833333333333333	0.22508038585209003
1	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_16_pytorch	entailment	0.5312780068112565	0.988	0.6909896258305164
