	model	target_class	precision	recall	f1
0	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_14_pytorch	non-entailment	0.8528209321340965	0.13906666666666667	0.2391379112690588
1	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_14_pytorch	entailment	0.5313203164694781	0.976	0.6880669267283922
