	model	target_class	precision	recall	f1
0	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_19_pytorch	non-entailment	0.8925925925925926	0.0964	0.1740072202166065
1	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_19_pytorch	entailment	0.5224101479915434	0.9884	0.6835408022130014
