	model	target_class	precision	recall	f1
0	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_17_pytorch	non-entailment	0.8902939166097061	0.17366666666666666	0.2906392948789468
1	../Midterm/BERTs-of-a-Feather-Recreation/models/bert_17_pytorch	entailment	0.542180689960848	0.9786	0.6977705946665399
